,accuracy,formatted_address,google_place_id,input_string,lat,lng,number_of_results,postcode,status,type
292,,,,On your Facebook page,,,0,,ZERO_RESULTS,
293,ROOFTOP,"1 Raymond Plaza West & Market Street, Newark, NJ 07102, USA",ChIJmZjGPYRTwokRdyJ6BbmRSAQ,Newark Penn Station,40.734647,-74.164431,1,7102,OK,"establishment,point_of_interest,train_station,transit_station"
294,ROOFTOP,"715 Main St, Altoona, KS 66710, USA",ChIJmbKobz5KuIcRboEF3Mv6YgM,City,37.526328,-95.6623478,1,66710,OK,"establishment,local_government_office,point_of_interest"
295,,,,"Illinois, street intersection while in my car.",,,0,,ZERO_RESULTS,
296,,,,Checkouts at the grocery store in town,,,0,,ZERO_RESULTS,
297,APPROXIMATE,"Colton, CA, USA",ChIJ7Yxx34WmxIARPx7pEHVWSmc,colton ca united state ,34.0739016,-117.3136547,1,,OK,"locality,political"
298,APPROXIMATE,"O‘ahu, Hawaii, USA",ChIJA2ty2zJmAHwRw8tvkGl9WNk,Oahu,21.4389123,-158.0000565,1,,OK,"establishment,natural_feature"
299,ROOFTOP,"4201 N Shiloh Dr, Fayetteville, AR 72703, USA",ChIJCwcc5IpryYcR5rrP9Q9d1pI,Mall,36.1283046,-94.1480042,1,72703,OK,"establishment,point_of_interest,shopping_mall"
300,APPROXIMATE,"Buenos Aires, Argentina",ChIJvQz5TjvKvJURh47oiC6Bs6A,"Buenos Aires, Argentina",-34.6036844,-58.3815591,1,,OK,"locality,political"
301,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,New York City,40.7127753,-74.0059728,1,,OK,"locality,political"
302,,,,"On the street, outside my local train station. ",,,0,,ZERO_RESULTS,
303,APPROXIMATE,"California, USA",ChIJPV4oX_65j4ARVW8IJ6IJUYs,California ,36.778261,-119.4179324,1,,OK,"administrative_area_level_1,political"
304,APPROXIMATE,"Scarborough, UK",ChIJu4rjGUslf0gRx3qkeQFsVGk,scarbough   united kingdom ,54.283113,-0.399752,1,,OK,"locality,political"
305,APPROXIMATE,"Las Vegas, NV, USA",ChIJ0X31pIK3voARo3mz1ebVzDo,"Las Vegas, NV",36.1699412,-115.1398296,1,,OK,"locality,political"
306,APPROXIMATE,"Mumbai, Maharashtra, India",ChIJwe1EZjDG5zsRaYxkjY_tpF0,mumbai ,19.0759837,72.8776559,1,,OK,"locality,political"
307,APPROXIMATE,"Mumbai, Maharashtra, India",ChIJwe1EZjDG5zsRaYxkjY_tpF0,mumbai ,19.0759837,72.8776559,1,,OK,"locality,political"
308,APPROXIMATE,"Downtown, Detroit, MI, USA",ChIJD_xeojEtO4gR1L3fFlt6TBE,Downtown Detroit,42.3331454,-83.0495622,1,,OK,"neighborhood,political"
309,GEOMETRIC_CENTER,"93A Empire Estate Building., A.K. Marg, Kemps Corner, Mumbai, Maharashtra 400036, India",ChIJuZYLRHXO5zsRJTZUsi25d_Y,"      On the road , India",18.9643285,72.8053109,1,400036,OK,"establishment,point_of_interest"
310,ROOFTOP,"5401 Montana Ave, El Paso, TX 79903, USA",ChIJiyk7MDBa54YRvpbpAsTkubg,Walgreens Montana y Chelsea El Paso Texas ,31.7840831,-106.4249561,1,79903,OK,"clothing_store,convenience_store,establishment,food,health,point_of_interest,store"
311,APPROXIMATE,Germany,ChIJa76xwh5ymkcRW-WRjmtd6HU,Germany,51.165691,10.451526,1,,OK,"country,political"
312,GEOMETRIC_CENTER,"Live Oak Rd, Oklahoma City, OK 73120, USA",ChIJvceikJscsocRicpqzj9WOPo,"The road where I live, mall, the city",35.5958724,-97.5823367,2,73120,OK,route
313,APPROXIMATE,"Tampa, FL, USA",ChIJ4dG5s4K3wogRY7SWr4kTX6c,Tampa Florida,27.950575,-82.4571776,1,,OK,"locality,political"
314,APPROXIMATE,"Tampa, FL, USA",ChIJ4dG5s4K3wogRY7SWr4kTX6c,Tampa Florida,27.950575,-82.4571776,1,,OK,"locality,political"
315,APPROXIMATE,Germany,ChIJa76xwh5ymkcRW-WRjmtd6HU,germany,51.165691,10.451526,1,,OK,"country,political"
316,,,,manhattan kansas/kansas city where ever I move to,,,0,,ZERO_RESULTS,
317,ROOFTOP,"226 13th St, Altoona, KS 66710, USA",ChIJg6wiN0dKuIcRGfDCZ4rgeJs,store,37.5297738,-95.6599249,1,66710,OK,"convenience_store,establishment,food,point_of_interest,store"
318,ROOFTOP,"736 Eastern Ave, Bellwood, IL 60104, USA",ChIJVV8capVKDogRK_oCdaNdhUQ,it happened in Bellwood illinois,41.8812262,-87.8730245,2,60104,OK,"establishment,point_of_interest"
319,APPROXIMATE,"Winnemucca, NV 89445, USA",ChIJKZ4phutdoIARJp4DyGP2yI8,"Winnemucca, NV, USA",40.9729584,-117.7356849,1,89445,OK,"locality,political"
320,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,New York,40.7127753,-74.0059728,1,,OK,"locality,political"
321,ROOFTOP,"1901 E 20th St, Joplin, MO 64804, USA",ChIJBwVUKq97yIcRueM2YIjJFjs,Public Library,37.0695621,-94.4940945,1,64804,OK,"establishment,library,point_of_interest"
322,GEOMETRIC_CENTER,"Spokane Ct, Tualatin, OR 97062, USA",ChIJuReSPGJtlVQRijN3lEl8vUk,"Hillsboro, Oregon, Spokane, Washington",45.3825963,-122.7814744,1,97062,OK,route
323,ROOFTOP,"424 Howe Ave, Sacramento, CA 95825, USA",ChIJAV4KTVjamoARS2nMpMAxg1k,"Sacramento, CA, safeway store on fair oaks and Howe avenue.",38.573296,-121.4132211,1,95825,OK,"establishment,food,grocery_or_supermarket,point_of_interest,store"
324,ROOFTOP,"AE-628, A.E. Block sector 1, AE Block, Sector 1, Salt Lake City, Kolkata, West Bengal 700064, India",ChIJvez_1vF1AjoRT_uQWp-0nmM,"Kolkata, India, on the way to a departmental store.",22.600348,88.414178,1,700064,OK,"department_store,establishment,point_of_interest,store"
325,APPROXIMATE,"Winton, CA 95388, USA",ChIJO5CRD6sUkYARnTkY8DfcKOk,Winton,37.389383,-120.6132516,2,95388,OK,"locality,political"
326,APPROXIMATE,"Pasto, Narino, Colombia",ChIJcyq5YYfULo4RIqXDbFZoo0Q,Pasto/Nariño/Colombia,1.2058837,-77.285787,1,,OK,"locality,political"
327,ROOFTOP,"125 W Mountain St, Fayetteville, AR 72701, USA",ChIJ-cN_HdhuyYcRjczDQ6vB3aI,City sidewalk,36.0616429,-94.161618,1,72701,OK,"establishment,local_government_office,point_of_interest"
328,ROOFTOP,"1501 W 7th St, Joplin, MO 64801, USA",ChIJUYGo_Fd6yIcRYVqX1lc7mo0,Subway,37.0847229,-94.5301563,1,64801,OK,"establishment,food,point_of_interest,restaurant"
329,APPROXIMATE,"Oxford, PA 19363, USA",ChIJXfHhCa5MxokRDLZtLjtkrUM,"Oxford, PA USA",39.785386,-75.9788349,1,19363,OK,"locality,political"
330,,,,"On the 101, just at the Las Virgenes exit. ",,,0,,ZERO_RESULTS,
331,APPROXIMATE,"California, USA",ChIJPV4oX_65j4ARVW8IJ6IJUYs,California,36.778261,-119.4179324,1,,OK,"administrative_area_level_1,political"
332,APPROXIMATE,"Cartersville, GA, USA",ChIJb0RvQg5P9YgRTqNXjGpW55A,"Cartersville,Ga",34.1650972,-84.7999382,1,,OK,"locality,political"
333,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
334,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
335,APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,NYC ,40.7127753,-74.0059728,1,,OK,"locality,political"
336,APPROXIMATE,"Prospect Park, PA, USA",ChIJrzo9d-_CxokR0MuMkFX8xQ8,"Prospect Park, PA",39.8878904,-75.3082426,1,,OK,"locality,political"
337,APPROXIMATE,"92600 Asnières-sur-Seine, France",ChIJKxuhrEJv5kcRwD6LaMOCCwQ,"Asnières, France",48.914155,2.285369,1,92600,OK,"locality,political"
338,APPROXIMATE,"Columbia, SC, USA",ChIJ49ExeWml-IgRlvp5s_QIKPM,"Columbia, SC",34.0007104,-81.0348144,1,,OK,"locality,political"
339,APPROXIMATE,"Tallahassee, FL, USA",ChIJU0sSh1GK7IgR-LH91HoH7us,Tallahassee ,30.4382559,-84.2807329,1,,OK,"locality,political"
340,APPROXIMATE,"Virginia, USA",ChIJzbK8vXDWTIgRlaZGt0lBTsA,Virginia,37.4315734,-78.6568942,1,,OK,"administrative_area_level_1,political"
341,,,,"It just took place on the street, more precisely, at the ATM.",,,0,,ZERO_RESULTS,
342,APPROXIMATE,"Seattle, WA, USA",ChIJVTPokywQkFQRmtVEaUZlJRA,"Seattle, WA",47.6062095,-122.3320708,1,,OK,"locality,political"
343,APPROXIMATE,"South Brisbane QLD 4101, Australia",ChIJAVv28AVakWsRwJje81qjAgU,"South Brisbane, QLD, Australia",-27.47665,153.01667,1,4101,OK,"locality,political"
344,APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"Brooklyn, NY",40.6781784,-73.9441579,1,,OK,"political,sublocality,sublocality_level_1"
345,,,,"portsmouth,  virginia,  stores, home everywhere, even to the next city miles away",,,0,,ZERO_RESULTS,
346,APPROXIMATE,Colombia,ChIJo5QVrjqkFY4RQKPy7wSaDZo,Colombia,4.570868,-74.297333,1,,OK,"country,political"
347,GEOMETRIC_CENTER,"Muindi Mbingu Street, Off Monrovia Street., Nairobi., Kenya",ChIJfZtzctMQLxgRe_NSoLvaYDs,"Nairobi, Kenya, along the streets",-1.2810872,36.8186278,1,,OK,"establishment,food,lodging,point_of_interest,restaurant"
348,GEOMETRIC_CENTER,"Francisco St, San Francisco, CA, USA",ChIJpUy31t2AhYARCk9bMr_4pdE,San Francisco street,37.8031181,-122.425806,1,,OK,route
349,GEOMETRIC_CENTER,"32 Sandy Bay Rd, Hastings, ON K0L 1Y0, Canada",ChIJpc-aSp771YkRvhtgMfh8UDQ,"Hastings,Oshawa,Canada  at a cottage",44.260503,-78.039312,1,K0L 1Y0,OK,"establishment,lodging,point_of_interest"
350,,,,Salem Il. Pahrump NV. Lake Havasu City Az. And Needles CA.,,,0,,ZERO_RESULTS,
351,APPROXIMATE,"Washington, DC, USA",ChIJW-T2Wt7Gt4kRKl2I1CJFUsI,Washington DC,38.9071923,-77.0368707,1,,OK,"locality,political"
352,APPROXIMATE,"Freeport, NY, USA",ChIJ1esxKIZ7wokRFTkePKJbt4U,Freeport NY,40.6576022,-73.5831835,1,,OK,"locality,political"
353,APPROXIMATE,"Ventura, CA, USA",ChIJTTmXUBWt6YAR6Op6Nnz17yQ,"Ventura, CA",34.274646,-119.2290316,1,,OK,"locality,political"
354,APPROXIMATE,Philippines,ChIJY96HXyFTQDIRV9opeu-QR3g,Philippines,12.879721,121.774017,1,,OK,"country,political"
355,GEOMETRIC_CENTER,"W Lane Ave, Columbus, OH, USA",Eh1XIExhbmUgQXZlLCBDb2x1bWJ1cywgT0gsIFVTQQ,"West Lane Avenue, Columbus Ohio, 43210",40.006603,-83.0251092,1,,OK,route
356,ROOFTOP,"88 W 38th St, Tucson, AZ 85713, USA",ChIJswn8HQhv1oYRiqGw_bNuBpI,In the street,32.1910818,-110.969396,1,85713,OK,"establishment,point_of_interest"
357,ROOFTOP,"710 Santa Monica Blvd, Santa Monica, CA 90401, USA",ChIJxzgULMykwoARqCEz2wWVCxc,"My neighborhood, work",34.0188564,-118.4917947,1,90401,OK,"establishment,point_of_interest"
358,APPROXIMATE,"Illinois, USA",ChIJGSZubzgtC4gRVlkRZFCCFX8,Illinois,40.6331249,-89.3985283,1,,OK,"administrative_area_level_1,political"
359,ROOFTOP,"119 S 7th St, Columbia, MO 65201, USA",ChIJf1BgycW33IcRQOhFVjiMTqU,by my house,38.949924,-92.329874,1,65201,OK,"bar,establishment,point_of_interest"
360,APPROXIMATE,Mexico,ChIJU1NoiDs6BIQREZgJa760ZO0,mexico,23.634501,-102.552784,1,,OK,"country,political"
361,GEOMETRIC_CENTER,"Calle de Valencia, 28012 Madrid, Spain",ChIJL6QkYywmQg0ROxtfYj0a_Uk,Calle Valencia / downtown Madrid / Spain,40.4073975,-3.7002631,2,28012,OK,route
362,APPROXIMATE,"Denver, CO, USA",ChIJzxcfI6qAa4cR1jaKJ_j0jhE,Denver,39.7392358,-104.990251,1,,OK,"locality,political"
363,APPROXIMATE,"Stuttgart, Germany",ChIJ04-twTTbmUcR5M-RdxzB1Xk,Stuttgart,48.7758459,9.1829321,1,,OK,"locality,political"
364,ROOFTOP,"61 Broadway #3300, New York, NY 10006, USA",ChIJa5U71MlZwokRI7MmsoyrbgE,Big city in USA,40.7072823,-74.0130608,2,10006,OK,"establishment,point_of_interest"
365,APPROXIMATE,"Nantes, France",ChIJra6o8IHuBUgRMO0NHlI3DQQ,"Nantes, France",47.218371,-1.553621,1,,OK,"locality,political"
366,GEOMETRIC_CENTER,"Troy, NY 12180, USA",ChIJDQ1BBKAP3okRM3DCQXOLrXY,Walking to a bus stop,42.72947,-73.67764,1,12180,OK,"bus_station,establishment,point_of_interest,transit_station"
367,,,,Petworth neighborhood DC - Lamont and Kenyon,,,0,,ZERO_RESULTS,
368,APPROXIMATE,"Phoenix, AZ, USA",ChIJy3mhUO0SK4cRrBtKNfjHaYw,"Phoenix, Arizona USA",33.4483771,-112.0740373,1,,OK,"locality,political"
369,APPROXIMATE,"Round Rock, TX, USA",ChIJ5yIt7aTRRIYREEvg7VlyIQc,"Round Rock, Texas",30.5082551,-97.678896,1,,OK,"locality,political"
370,APPROXIMATE,"Round Rock, TX, USA",ChIJ5yIt7aTRRIYREEvg7VlyIQc,"Round Rock, Texas",30.5082551,-97.678896,1,,OK,"locality,political"
371,ROOFTOP,"8906 E 34th St, Tulsa, OK 74145, USA",ChIJmTMc_kmNtocRoQ0Y0LoIGgw,Town,36.113472,-95.8776075,1,74145,OK,"establishment,point_of_interest,school"
372,APPROXIMATE,"Los Angeles, CA, USA",ChIJE9on3F3HwoAR9AhGJW_fL-I,Los Angeles,34.0522342,-118.2436849,1,,OK,"locality,political"
373,ROOFTOP,"53 W Jackson Blvd #1357, Chicago, IL 60604, USA",ChIJTZHMAqUsDogRW3EnLKQOdFc,"Outskirts of Chicago, walking to a friend's house.",41.8775238,-87.6295464,2,60604,OK,"establishment,point_of_interest,travel_agency"
374,,,,"First place was in Sammamish WA by Pine Lake, second was by Target across the street from Northgate Mall in Seattle.",,,0,,ZERO_RESULTS,
375,ROOFTOP,"21061, 7550 Baltimore Annapolis Blvd, Glen Burnie, MD 21060, United States",ChIJ15xEVeb8t4kRerB6t4xen9s,Glen Burnie High School Glen Burnie Maryland,39.1592438,-76.6171725,1,21060,OK,"establishment,point_of_interest,school"
376,APPROXIMATE,"Talcher, Odisha, India",ChIJeS4OKTq0GDoREq6IIaQCm-M,"Talcher, Odisha ",20.9501027,85.216816,1,,OK,"locality,political"
377,GEOMETRIC_CENTER,"Malegaon Industrial Area, Malegaon, Maharashtra 422113, India",ChIJ97E4XX653TsRmTKW7PMXen0,My work place,19.8821949,73.9786901,2,422113,OK,"establishment,point_of_interest"
378,ROOFTOP,"715 Main St, Altoona, KS 66710, USA",ChIJmbKobz5KuIcRboEF3Mv6YgM,City,37.526328,-95.6623478,1,66710,OK,"establishment,local_government_office,point_of_interest"
379,ROOFTOP,"2198 Riverside Ave, Paso Robles, CA 93446, USA",ChIJmShSHmDF7IAREu8Pj_AYjBs,Mid State Fair in California ,35.6382601,-120.6874827,2,93446,OK,"establishment,point_of_interest"
380,APPROXIMATE,"Stockholm, Sweden",ChIJywtkGTF2X0YRZnedZ9MnDag,"Stockholm, Sweden",59.3293235,18.0685808,1,,OK,"locality,political"
381,APPROXIMATE,"Ashgabat, Turkmenistan",ChIJ2YQ2qxv-bz8R6a3TYj8B3jw,"Ashgabat, Turkmenistan",37.9600766,58.3260629,1,,OK,"locality,political"
382,APPROXIMATE,"Troy, NY, USA",ChIJc4cQTKcP3okRPHKk9fl-ETM,"Troy,NY",42.7284117,-73.6917851,1,,OK,"locality,political"
383,APPROXIMATE,"Troy, NY, USA",ChIJc4cQTKcP3okRPHKk9fl-ETM,"Troy,NY",42.7284117,-73.6917851,1,,OK,"locality,political"
384,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
385,APPROXIMATE,"Kansas City, MO, USA",ChIJl5npr173wIcRolGqauYlhVU,Kansas City,39.0997265,-94.5785667,1,,OK,"locality,political"
386,ROOFTOP,"100 Erving Ave, Lawrence, MA 01841, USA",ChIJb7arEgkH44kRnSnwHeiFa-U,"Leahy School, Lawrence, MA",42.7146216,-71.1614299,1,1841,OK,"establishment,point_of_interest,school"
387,APPROXIMATE,United States,ChIJCzYy5IS16lQRQrfeQ5K5Oxw,United States,37.09024,-95.712891,1,,OK,"country,political"
388,APPROXIMATE,"White Plains, NY, USA",ChIJ2TWj4iKUwokRbPxbGhAEFFQ,white plains ny,41.0339862,-73.7629097,1,,OK,"locality,political"
389,APPROXIMATE,"Hollywood, Los Angeles, CA, USA",ChIJv3lSBAe_woAR5Pq9l2eaevY,"Hollywood, CA, USA",34.0928092,-118.3286614,1,,OK,"neighborhood,political"
390,,,,It takes place every day of my life anywhere I go,,,0,,ZERO_RESULTS,
391,APPROXIMATE,"Shanghai, China",ChIJMzz1sUBwsjURoWTDI5QSlQI,Shanghai,31.2303904,121.4737021,1,,OK,"locality,political"
392,APPROXIMATE,"South Philadelphia, Philadelphia, PA, USA",ChIJf2RcDwfGxokRzvnN4l9Lc9Y,"South Philadelphia, PA",39.9093147,-75.1662121,1,,OK,"neighborhood,political"
393,ROOFTOP,"Piazza Papa Giovanni XXIII, 2, 95129 Catania CT, Italy",ChIJ79lYbTXjExMRxqVkI8etZWM,"train, Catania, Southern Italy",37.5067312,15.0999185,1,95129,OK,"bus_station,establishment,point_of_interest,train_station,transit_station"
394,GEOMETRIC_CENTER,"18th St & Walnut St, Boulder, CO 80302, USA",EisxOHRoIFN0ICYgV2FsbnV0IFN0LCBCb3VsZGVyLCBDTyA4MDMwMiwgVVNB,"Boulder, CO, at 18th and Walnut",40.0185,-105.27174,1,80302,OK,intersection
395,APPROXIMATE,"Florence, Metropolitan City of Florence, Italy",ChIJrdbSgKZWKhMRAyrH7xd51ZM,"Florence, Italy",43.7695604,11.2558136,1,,OK,"locality,political"
396,ROOFTOP,"12 E Main St, Chanute, KS 66720, USA",ChIJSWC7vTRDuIcRq29gGT0_Oto,Hotel ,37.6819562,-95.4519204,1,66720,OK,"establishment,lodging,point_of_interest"
397,APPROXIMATE,"Tamworth, UK",ChIJQeswGJOocEgR7xzI1LN_5vc,"Tamworth, UK",52.633584,-1.691032,1,,OK,"locality,political"
398,APPROXIMATE,"Savannah, GA, USA",ChIJWQbyePx1-4gRvCBgA1FnDE4,"Savannah, GA",32.0835407,-81.0998342,1,,OK,"locality,political"
399,ROOFTOP,"715 Main St, Altoona, KS 66710, USA",ChIJmbKobz5KuIcRboEF3Mv6YgM,city,37.526328,-95.6623478,1,66710,OK,"establishment,local_government_office,point_of_interest"
400,ROOFTOP,"4712 Lankershim Blvd, North Hollywood, CA 91602, USA",ChIJl4oB2yG-woARCmENojVoaWE,Outside a comedy show,34.1560826,-118.3689995,1,91602,OK,"establishment,night_club,point_of_interest"
401,APPROXIMATE,"Buenos Aires, Argentina",ChIJvQz5TjvKvJURh47oiC6Bs6A,Buenos Aires,-34.6036844,-58.3815591,1,,OK,"locality,political"
402,APPROXIMATE,"Outjo, Namibia",ChIJn_B6jMyXjBsRf14E-juVpHY,Outjo/Namibia,-20.1127536,16.1610343,1,,OK,"locality,political"
403,APPROXIMATE,"Yuba City, CA, USA",ChIJN7FwxXGrhIARAiXwBR1wP00,"Yuba City, California",39.1404477,-121.6169108,1,,OK,"locality,political"
404,APPROXIMATE,"Cumbia, Angola",ChIJU_wvyn_VWhoRyAPrxerNDJM,Cumbia,-6.9,13.5,1,,OK,"locality,political"
405,APPROXIMATE,Europe,ChIJhdqtz4aI7UYRefD8s-aZ73I,Europe,54.5259614,15.2551187,1,,OK,"continent,establishment,natural_feature"
406,APPROXIMATE,"Rawalpindi, Pakistan",ChIJy5pBdImU3zgRD9MyFn41hAk,"Rawalpindi, Pakistan",33.5651107,73.0169135,1,,OK,"locality,political"
407,APPROXIMATE,"Chicago, IL, USA",ChIJ7cv00DwsDogRAMDACa2m4K8,"Chicago, IL",41.8781136,-87.6297982,1,,OK,"locality,political"
408,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
409,ROOFTOP,"5608 Northwest Expy, Oklahoma City, OK 73132, USA",ChIJp6wWIdUEsocRi9QVtwRTSMw,Metro,35.5455794,-97.6112745,1,73132,OK,"establishment,point_of_interest,store"
410,APPROXIMATE,"Mt Vernon, WA, USA",ChIJGcOydplMhVQRReHZYGxcPoM,Mount Vernon Washington,48.421216,-122.3340474,1,,OK,"locality,political"
411,APPROXIMATE,"Chapel Hill, NC, USA",ChIJp35uIRzDrIkRy-RDBOC6A38,"Chapel Hill, NC",35.9131996,-79.0558445,1,,OK,"locality,political"
412,APPROXIMATE,Pakistan,ChIJH3X9-NJS2zgRXJIU5veht0Y,Pakistan,30.375321,69.345116,1,,OK,"country,political"
413,APPROXIMATE,"Sunrise, FL, USA",ChIJQZ3rCDao2YgRmfu2Qy4c9SQ,"Sunrise, FL",26.1669711,-80.256595,1,,OK,"locality,political"
414,ROOFTOP,"6320 Topanga Canyon Blvd, Woodland Hills, CA 91367, USA",ChIJc7l6vSGcwoARqOPvmAq9COo,Shopping center on the corner of Topanga Ave in Woodland Hills,34.1854261,-118.6051879,1,91367,OK,"establishment,point_of_interest,shopping_mall"
415,GEOMETRIC_CENTER,"W Girard Ave & N Broad St, Philadelphia, PA 19122, USA",EjZXIEdpcmFyZCBBdmUgJiBOIEJyb2FkIFN0LCBQaGlsYWRlbHBoaWEsIFBBIDE5MTIyLCBVU0E,"Philadelphia, PA Broad and Girard Ave. ",39.9715275,-75.1594286,1,19122,OK,intersection
416,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
417,APPROXIMATE,"Phoenix, AZ, USA",ChIJy3mhUO0SK4cRrBtKNfjHaYw,Phoenix Az,33.4483771,-112.0740373,1,,OK,"locality,political"
418,APPROXIMATE,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",ChIJ5-rvAcdJzDERfSgcL1uO2fQ,"Kuala Lumpur, Malaysia",3.139003,101.686855,1,,OK,"locality,political"
419,APPROXIMATE,"Westminster, CO, USA",ChIJn39Zoh6Ia4cRF0R0P3BXz6g,"Westminster, CO, USA",39.8366528,-105.0372046,1,,OK,"locality,political"
420,ROOFTOP,"1947 Kesha Ct, Pacific, MO 63069, USA",ChIJjx6V2qI62YcR5_xGt3J_YTQ,1947 Kesha court Pacific MO,38.4726886,-90.7704313,1,63069,OK,street_address
421,GEOMETRIC_CENTER,"US Hwy 19 N, Florida, USA",ChIJH7ciBIyNwogRCYuEz6jiyDc,"US Highway 19 North & Whitney Road, Clearwater FL",28.1721431,-82.7405807,2,,OK,route
422,ROOFTOP,"2855 Stevens Creek Blvd, Santa Clara, CA 95050, USA",ChIJgexMlR_Lj4ARSvwSxukOgys,"San Jose, Ca. In Valley Faire Mall",37.3250737,-121.9457041,1,95050,OK,"clothing_store,department_store,establishment,food,point_of_interest,restaurant,shoe_store,shopping_mall,store"
423,APPROXIMATE,"Leicester, UK",ChIJc2y3SatCd0gRuJy0byodFZo,Leicester,52.6368778,-1.1397592,1,,OK,"locality,political"
424,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
425,ROOFTOP,"1543 Ligonier St, Latrobe, PA 15650, USA",ChIJq6W0Oasyy4kRyqcbN_8mUGY,"Out on the street, Latrobe PA USA",40.311498,-79.379533,1,15650,OK,"cemetery,establishment,funeral_home,point_of_interest"
426,APPROXIMATE,India,ChIJkbeSa_BfYzARphNChaFPjNc,In India ,20.593684,78.96288,1,,OK,"country,political"
427,GEOMETRIC_CENTER,"Beach, Whitmore Lake, MI 48189, USA",ChIJASMw1ZFLI4gRuXVON92nreo,Beach,42.4386349,-83.857633,4,48189,OK,route
428,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
429,APPROXIMATE,"Elizabeth Bay NSW 2011, Australia",ChIJh0ghm3SuEmsRMLYyFmh9AQU,Elizabeth Bay NSW Australia,-33.87143,151.22841,1,2011,OK,"locality,political"
430,APPROXIMATE,"Atlanta, GA, USA",ChIJjQmTaV0E9YgRC2MLmS_e_mY,"Atlanta, GA",33.7489954,-84.3879824,1,,OK,"locality,political"
431,APPROXIMATE,"Anaconda, MT, USA",ChIJOUX-xVyYW1MRpXBzBwUa6FI,"Anaconda, MT",46.1262998,-112.9478359,1,,OK,"locality,political"
432,APPROXIMATE,"Port Louis, Mauritius",ChIJ7wHWQUlQfCERPbu9kWwYxf0,Port-Louis/Port-Louis/Mauritius,-20.1608912,57.5012222,1,,OK,"locality,political"
433,GEOMETRIC_CENTER,"Downey Ave, Long Beach, CA, USA",Eh9Eb3duZXkgQXZlLCBMb25nIEJlYWNoLCBDQSwgVVNB,Downey Ave. Long Beach Ca.,33.8711052,-118.1512593,1,,OK,route
434,,,,Near the bus line i take to work an a bus line I take for other reasons.,,,0,,ZERO_RESULTS,
435,APPROXIMATE,"San Sebastián, Gipuzkoa, Spain",ChIJFf5oO_6vUQ0RSUaGlFnFPuQ,"Donostia , San Sebastián, Spain",43.318334,-1.9812313,1,,OK,"locality,political"
436,APPROXIMATE,"La Crosse, WI, USA",ChIJlbMyZ99U-YcRsCI3GRWIqX8,"La Crosse, WI",43.8013556,-91.2395807,1,,OK,"locality,political"
437,ROOFTOP,"600 Clearwater Rd, Hershey, PA 17033, USA",ChIJ69cax3S7yIkRzCN0yozDtoI,Downtown Hershey,40.286812,-76.683286,1,17033,OK,"establishment,point_of_interest"
438,,,,In a store it has happened.,,,0,,ZERO_RESULTS,
439,APPROXIMATE,"New Jersey, USA",ChIJn0AAnpX7wIkRjW0_-Ad70iw,NJ,40.0583238,-74.4056612,1,,OK,"administrative_area_level_1,political"
440,APPROXIMATE,"England, UK",ChIJ39UebIqp0EcRqI4tMyWV4fQ,England,52.3555177,-1.1743197,1,,OK,"administrative_area_level_1,political"
441,APPROXIMATE,"Salt Lake City, UT, USA",ChIJ7THRiJQ9UocRyjFNSKC3U1s,"Salt Lake City, UT",40.7607793,-111.8910474,1,,OK,"locality,political"
442,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
443,APPROXIMATE,Canada,ChIJ2WrMN9MDDUsRpY9Doiq3aJk,Canada,56.130366,-106.346771,1,,OK,"country,political"
444,APPROXIMATE,"Holloway, London N7 6PG, UK",ChIJsfR12J8bdkgRAbu0yJ1n9ME,"Holloway, Islington, London",51.557017,-0.115522,1,N7 6PG,OK,"locality,political"
445,APPROXIMATE,"Nan, Thailand",ChIJu20dDgmOJzERwJWGOLGCgAs,,18.7756318,100.7730417,1,,OK,"administrative_area_level_1,political"
